O,N,B,S,P,SSA,PV,Mic,Dap,ID/IG,Elyte,CC,AML,PW,CD,Cs
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,0.2,185.3
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,0.5,134.8
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,0.8,125.0
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,1.0,119.7
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,2.0,111.3
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,5.0,101.5
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,8.0,98.6
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.519230769,2.478580536,0.82,1M ZnSO4,stainless steel,1.0,1.6,10.0,95.2
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,0.2,84.0
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,0.5,69.1
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,0.8,64.9
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,1.0,63.0
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,2.0,58.8
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,5.0,56.9
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,8.0,55.1
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.060606061,3.319794273,0.71,1M ZnSO4,stainless steel,1.0,1.6,10.0,53.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,98.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,94.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,89.5
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,80.1
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,76.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,73.0
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,67.9
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,61.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.099474912,4.21570436,1.02,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,56.4
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,111.6
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,105.1
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,102.0
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,96.6
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,92.4
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,90.0
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,88.5
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,79.9
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646,1.11,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,72.4
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,125.3
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,117.3
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,115.3
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,105.9
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,99.8
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,97.5
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,94.5
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,88.9
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.095065312,4.729503625,1.24,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,83.1
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.3,107.6
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,0.5,103.0
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,1.0,99.7
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,3.0,91.6
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,5.0,88.7
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,8.0,82.4
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,10.0,79.6
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,20.0,71.9
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.11199422,4.202216487,1.05,1M Zn(CF3SO3)2,stainless-steel mesh,1.0,1.6,30.0,63.1
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,0.5,101.2
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,1.0,92.4
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,2.0,84.3
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,3.0,79.8
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,4.0,77.2
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,5.0,75.8
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,10.0,68.2
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.528455285,2.950825571,1.1,2M ZnSO4,stainless-steel mesh,1.5,1.6,20.0,61.0
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,0.5,113.3
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,1.0,104.9
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,2.0,97.5
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,3.0,93.4
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,4.0,89.9
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,5.0,87.0
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,10.0,78.5
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.56097561,2.60758957,1.13,2M ZnSO4,stainless-steel mesh,1.5,1.6,20.0,66.0
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,0.5,114.1
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,1.0,103.4
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,2.0,94.5
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,3.0,90.0
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,4.0,86.4
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,5.0,84.0
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,10.0,74.4
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.558282209,2.840649167,1.18,2M ZnSO4,stainless-steel mesh,1.5,1.6,20.0,62.2
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,0.5,135.0
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,1.0,120.8
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,2.0,106.0
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,3.0,100.5
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,4.0,97.1
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,5.0,95.0
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,10.0,88.8
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.57591623,2.755118968,1.19,2M ZnSO4,stainless-steel mesh,1.5,1.6,20.0,81.6
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.1,122.4
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.2,92.4
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.5,79.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,1.0,72.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,2.0,68.4
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,5.0,61.1
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,10.0,55.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,20.0,49.1
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,40.0,43.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.597222222,4.298507463,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,50.0,42.2
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.1,153.4
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.2,117.6
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.5,101.3
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,1.0,93.9
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,2.0,90.1
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,5.0,83.1
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,10.0,77.7
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,20.0,72.3
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,40.0,66.9
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.576923077,3.511536297,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,50.0,64.2
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.1,191.4
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.2,167.7
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.5,149.1
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,1.0,138.4
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,2.0,130.8
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,5.0,123.6
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,10.0,116.7
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,20.0,113.8
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,40.0,105.6
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.437788018,3.456790123,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,50.0,99.9
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.1,158.6
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.2,127.2
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,0.5,112.1
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,1.0,104.0
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,2.0,99.3
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,5.0,91.6
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,10.0,86.2
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,20.0,81.6
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,40.0,76.1
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.378504673,3.637909052,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,1.5,1.7,50.0,73.9
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.1,189.4
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.2,155.0
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.5,136.6
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,1.0,126.1
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,2.0,117.1
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,3.0,112.5
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,4.0,109.3
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,5.0,106.7
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,7.0,103.6
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,10.0,100.0
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,14.0,97.2
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,20.0,94.2
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,50.0,84.2
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,70.0,66.9
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.557471264,2.217125382,1.02,2M ZnSO4,graphite paper,1.0,1.6,100.0,59.4
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.1,225.3
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.2,196.8
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.5,174.3
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,1.0,161.1
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,2.0,150.8
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,3.0,144.4
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,4.0,141.2
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,5.0,138.6
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,7.0,134.0
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,10.0,129.3
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,14.0,124.5
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,20.0,118.7
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,50.0,103.0
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,70.0,88.8
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.481865285,2.393872678,0.94,2M ZnSO4,graphite paper,1.0,1.6,100.0,73.8
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.1,193.0
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.2,160.1
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.5,141.2
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,1.0,129.3
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,2.0,120.9
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,3.0,116.7
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,4.0,112.9
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,5.0,110.9
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,7.0,108.3
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,10.0,104.5
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,14.0,102.0
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,20.0,99.4
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,50.0,91.0
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,70.0,79.4
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.532163743,2.285179741,0.91,2M ZnSO4,graphite paper,1.0,1.6,100.0,70.2
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.1,189.3
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.2,160.1
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.5,133.8
